production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260119_001,2026-01-19,PLANT_EU_01,PROD_GLASS_B2,5606,MACHINE_LINE_04,850.8,4950.45,2
prod_20260119_002,2026-01-19,PLANT_US_01,PROD_GLASS_B2,4303,MACHINE_LINE_06,836.2,3637.19,13
prod_20260119_003,2026-01-19,PLANT_EU_01,PROD_GLASS_A1,6468,MACHINE_LINE_04,840.1,5939.22,22
prod_20260119_004,2026-01-19,PLANT_US_01,PROD_GLASS_B2,3141,MACHINE_LINE_05,870.3,3038.35,14
prod_20260119_005,2026-01-19,PLANT_US_01,PROD_GLASS_C3,5334,MACHINE_LINE_07,858.2,4753.54,23
prod_20260119_006,2026-01-19,PLANT_APAC_01,PROD_GLASS_A1,3203,MACHINE_LINE_06,855.4,2912.15,29
prod_20260119_007,2026-01-19,PLANT_EU_01,PROD_GLASS_A1,4422,MACHINE_LINE_07,872.6,4241.02,11
prod_20260119_008,2026-01-19,PLANT_US_01,PROD_GLASS_A1,6117,MACHINE_LINE_07,879.4,5313.67,29
prod_20260119_009,2026-01-19,PLANT_EU_01,PROD_GLASS_C3,6946,MACHINE_LINE_03,856.9,6123.69,6
prod_20260119_010,2026-01-19,PLANT_EU_01,PROD_GLASS_B2,5935,MACHINE_LINE_05,845.1,5436.98,18
prod_20260119_011,2026-01-19,PLANT_APAC_01,PROD_GLASS_A1,4983,MACHINE_LINE_02,826.0,4491.31,2
prod_20260119_012,2026-01-19,PLANT_EU_01,PROD_GLASS_C3,4215,MACHINE_LINE_04,852.5,4168.8,8
