production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260105_001,2026-01-05,PLANT_APAC_01,PROD_GLASS_B2,4060,MACHINE_LINE_04,859.9,3675.26,28
prod_20260105_002,2026-01-05,PLANT_US_01,PROD_GLASS_B2,5569,MACHINE_LINE_07,867.0,4936.37,29
prod_20260105_003,2026-01-05,PLANT_EU_01,PROD_GLASS_B2,6154,MACHINE_LINE_06,837.5,5781.36,1
prod_20260105_004,2026-01-05,PLANT_APAC_01,PROD_GLASS_C3,4391,MACHINE_LINE_02,832.7,3833.59,19
prod_20260105_005,2026-01-05,PLANT_US_01,PROD_GLASS_C3,5826,MACHINE_LINE_07,822.3,5116.74,14
prod_20260105_006,2026-01-05,PLANT_US_01,PROD_GLASS_C3,4249,MACHINE_LINE_03,868.9,3894.71,109
prod_20260105_007,2026-01-05,PLANT_APAC_01,PROD_GLASS_A1,2207,MACHINE_LINE_06,867.3,1851.49,49
prod_20260105_008,2026-01-05,PLANT_US_01,PROD_GLASS_C3,3326,MACHINE_LINE_03,838.5,3040.33,7
prod_20260105_009,2026-01-05,PLANT_APAC_01,PROD_GLASS_B2,5118,MACHINE_LINE_02,855.0,4689.59,21
prod_20260105_010,2026-01-05,PLANT_APAC_01,PROD_GLASS_B2,6760,MACHINE_LINE_07,869.5,5813.04,3
prod_20260105_011,2026-01-05,PLANT_US_01,PROD_GLASS_C3,4685,MACHINE_LINE_07,872.0,4423.2,29
prod_20260105_012,2026-01-05,PLANT_US_01,PROD_GLASS_B2,3647,MACHINE_LINE_01,864.7,3098.94,3
