quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260213_001,2026-02-13,PROD_GLASS_A1,BATCH_2026_02_13_001,63,DIMENSION_OFF,1.19
qual_20260213_002,2026-02-13,PROD_GLASS_A1,BATCH_2026_02_13_002,72,SURFACE_SCRATCH,1.21
qual_20260213_003,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_003,10,DISCOLORATION,0.14
qual_20260213_004,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_004,41,BUBBLE,0.8
qual_20260213_005,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_005,77,CRACK,1.05
qual_20260213_006,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_006,76,BUBBLE,1.07
qual_20260213_007,2026-02-13,PROD_GLASS_C3,BATCH_2026_02_13_007,11,DIMENSION_OFF,0.26
qual_20260213_008,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_008,34,DISCOLORATION,0.6
qual_20260213_009,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_009,48,SURFACE_SCRATCH,0.5
qual_20260213_010,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_010,49,DIMENSION_OFF,0.58
qual_20260213_011,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_011,10,BUBBLE,0.15
qual_20260213_012,2026-02-13,PROD_GLASS_B2,BATCH_2026_02_13_012,36,DISCOLORATION,0.55
