inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260112_01,2026-01-12,PROD_GLASS_A1,WAREHOUSE_US_01,7328,12748,1977,18099
inv_20260112_02,2026-01-12,PROD_GLASS_A1,WAREHOUSE_EU_01,4794,12748,1891,15651
inv_20260112_03,2026-01-12,PROD_GLASS_A1,WAREHOUSE_APAC_01,4336,12748,0,17084
inv_20260112_04,2026-01-12,PROD_GLASS_A1,WAREHOUSE_US_02,10701,12748,0,23449
inv_20260112_05,2026-01-12,PROD_GLASS_A1,WAREHOUSE_APAC_02,6063,12748,0,18811
inv_20260112_06,2026-01-12,PROD_GLASS_A1,WAREHOUSE_EU_02,4181,12748,0,16929
inv_20260112_07,2026-01-12,PROD_GLASS_B2,WAREHOUSE_US_01,12961,24965,4602,33324
inv_20260112_08,2026-01-12,PROD_GLASS_B2,WAREHOUSE_EU_01,7068,24965,2188,29845
inv_20260112_09,2026-01-12,PROD_GLASS_B2,WAREHOUSE_APAC_01,12300,24965,2138,35127
inv_20260112_10,2026-01-12,PROD_GLASS_B2,WAREHOUSE_US_02,8179,24965,0,33144
inv_20260112_11,2026-01-12,PROD_GLASS_B2,WAREHOUSE_APAC_02,14046,24965,0,39011
inv_20260112_12,2026-01-12,PROD_GLASS_B2,WAREHOUSE_EU_02,4552,24965,0,29517
inv_20260112_13,2026-01-12,PROD_GLASS_C3,WAREHOUSE_US_01,5697,19157,0,24854
inv_20260112_14,2026-01-12,PROD_GLASS_C3,WAREHOUSE_EU_01,5453,19157,1798,22812
inv_20260112_15,2026-01-12,PROD_GLASS_C3,WAREHOUSE_APAC_01,8624,19157,0,27781
inv_20260112_16,2026-01-12,PROD_GLASS_C3,WAREHOUSE_US_02,8365,19157,0,27522
inv_20260112_17,2026-01-12,PROD_GLASS_C3,WAREHOUSE_APAC_02,9948,19157,0,29105
inv_20260112_18,2026-01-12,PROD_GLASS_C3,WAREHOUSE_EU_02,11145,19157,0,30302
