shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260302_001,PO_2026_03_001,PROD_GLASS_B2,2415,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-02-21,2026-03-09,2026-03-09,0,DELIVERED
ship_20260302_002,PO_2026_03_002,PROD_GLASS_C3,864,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_03,2026-02-26,2026-03-11,,0,IN_TRANSIT
ship_20260302_003,PO_2026_03_003,PROD_GLASS_A1,2204,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-03-02,2026-03-19,,0,PENDING
ship_20260302_004,PO_2026_03_004,PROD_GLASS_C3,596,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2026-03-02,2026-03-10,,0,PENDING
ship_20260302_005,PO_2026_03_005,PROD_GLASS_A1,762,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-02-23,2026-03-13,2026-03-13,0,DELIVERED
ship_20260302_006,PO_2026_03_006,PROD_GLASS_C3,2054,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-02-26,2026-03-10,,0,IN_TRANSIT
ship_20260302_007,PO_2026_03_007,PROD_GLASS_A1,1741,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-03-01,2026-03-07,2026-03-07,0,DELIVERED
ship_20260302_008,PO_2026_03_008,PROD_GLASS_C3,634,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-03-02,2026-03-07,,0,PENDING
ship_20260302_009,PO_2026_03_009,PROD_GLASS_C3,1645,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_02,2026-03-01,2026-03-22,2026-03-22,0,DELIVERED
ship_20260302_010,PO_2026_03_010,PROD_GLASS_B2,667,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-02-25,2026-03-11,2026-03-11,0,DELIVERED
