supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-04-03,2026-04-03,0,91.7
SUP_GLASS_RAW_02,Supplier_02,Components,2026-04-02,2026-04-02,0,91.6
SUP_METAL_FRAME_01,Supplier_01,Components,2026-04-02,2026-04-02,0,93.5
SUP_METAL_FRAME_02,Supplier_02,Components,2026-03-31,2026-03-30,1,92.7
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-03-30,2026-03-30,0,86.4
SUP_ADHESIVE_02,Supplier_02,Logistics,2026-04-02,2026-04-02,0,94.5
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-03-31,2026-03-31,0,90.5
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-04-03,2026-04-03,0,89.0
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-04-01,2026-04-01,0,94.9
SUP_PACKAGING_01,Supplier_01,Components,2026-03-31,2026-03-31,0,92.1
SUP_PACKAGING_02,Supplier_02,Components,2026-04-01,2026-04-01,0,93.4
