production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260331_001,2026-03-31,PLANT_EU_01,PROD_GLASS_C3,5118,MACHINE_LINE_02,833.3,4423.89,4
prod_20260331_002,2026-03-31,PLANT_EU_01,PROD_GLASS_B2,6909,MACHINE_LINE_04,840.6,6127.81,2
prod_20260331_003,2026-03-31,PLANT_APAC_01,PROD_GLASS_C3,6492,MACHINE_LINE_07,866.2,5970.27,0
prod_20260331_004,2026-03-31,PLANT_US_01,PROD_GLASS_B2,3226,MACHINE_LINE_06,875.4,3087.33,15
prod_20260331_005,2026-03-31,PLANT_EU_01,PROD_GLASS_C3,3346,MACHINE_LINE_04,852.3,3048.19,9
prod_20260331_006,2026-03-31,PLANT_EU_01,PROD_GLASS_C3,6707,MACHINE_LINE_02,861.9,5723.98,28
prod_20260331_007,2026-03-31,PLANT_APAC_01,PROD_GLASS_C3,5464,MACHINE_LINE_02,837.2,4751.48,22
prod_20260331_008,2026-03-31,PLANT_EU_01,PROD_GLASS_A1,3498,MACHINE_LINE_06,847.3,3016.06,12
prod_20260331_009,2026-03-31,PLANT_APAC_01,PROD_GLASS_C3,6186,MACHINE_LINE_04,835.1,5549.05,12
prod_20260331_010,2026-03-31,PLANT_US_01,PROD_GLASS_A1,4890,MACHINE_LINE_05,830.1,4313.22,78
prod_20260331_011,2026-03-31,PLANT_US_01,PROD_GLASS_C3,5549,MACHINE_LINE_04,848.6,4634.1,10
prod_20260331_012,2026-03-31,PLANT_APAC_01,PROD_GLASS_B2,3817,MACHINE_LINE_03,845.7,3632.69,2
