production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260219_001,2026-02-19,PLANT_EU_01,PROD_GLASS_A1,5544,MACHINE_LINE_02,835.7,5059.76,3
prod_20260219_002,2026-02-19,PLANT_EU_01,PROD_GLASS_B2,6890,MACHINE_LINE_01,859.9,6464.16,1
prod_20260219_003,2026-02-19,PLANT_APAC_01,PROD_GLASS_C3,5283,MACHINE_LINE_03,821.9,4839.04,16
prod_20260219_004,2026-02-19,PLANT_APAC_01,PROD_GLASS_A1,4400,MACHINE_LINE_07,833.8,3842.24,11
prod_20260219_005,2026-02-19,PLANT_EU_01,PROD_GLASS_C3,4960,MACHINE_LINE_05,857.6,4434.75,15
prod_20260219_006,2026-02-19,PLANT_EU_01,PROD_GLASS_C3,3028,MACHINE_LINE_06,832.8,2783.51,27
prod_20260219_007,2026-02-19,PLANT_US_01,PROD_GLASS_C3,5805,MACHINE_LINE_01,866.2,5448.44,2
prod_20260219_008,2026-02-19,PLANT_US_01,PROD_GLASS_A1,2779,MACHINE_LINE_07,833.7,2081.18,116
prod_20260219_009,2026-02-19,PLANT_EU_01,PROD_GLASS_B2,4508,MACHINE_LINE_02,855.6,4156.17,110
prod_20260219_010,2026-02-19,PLANT_US_01,PROD_GLASS_B2,6377,MACHINE_LINE_04,854.7,5787.94,13
prod_20260219_011,2026-02-19,PLANT_EU_01,PROD_GLASS_B2,6025,MACHINE_LINE_02,844.8,5290.41,14
prod_20260219_012,2026-02-19,PLANT_US_01,PROD_GLASS_C3,4446,MACHINE_LINE_07,857.0,3856.98,15
