inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260225_01,2026-02-25,PROD_GLASS_A1,WAREHOUSE_US_01,14048,15794,1364,28478
inv_20260225_02,2026-02-25,PROD_GLASS_A1,WAREHOUSE_EU_01,14171,15794,0,29965
inv_20260225_03,2026-02-25,PROD_GLASS_A1,WAREHOUSE_APAC_01,10709,15794,0,26503
inv_20260225_04,2026-02-25,PROD_GLASS_A1,WAREHOUSE_US_02,5400,15794,0,21194
inv_20260225_05,2026-02-25,PROD_GLASS_A1,WAREHOUSE_APAC_02,14093,15794,0,29887
inv_20260225_06,2026-02-25,PROD_GLASS_A1,WAREHOUSE_EU_02,12596,15794,0,28390
inv_20260225_07,2026-02-25,PROD_GLASS_B2,WAREHOUSE_US_01,13891,44436,2074,56253
inv_20260225_08,2026-02-25,PROD_GLASS_B2,WAREHOUSE_EU_01,5784,44436,3584,46636
inv_20260225_09,2026-02-25,PROD_GLASS_B2,WAREHOUSE_APAC_01,11375,44436,1567,54244
inv_20260225_10,2026-02-25,PROD_GLASS_B2,WAREHOUSE_US_02,7734,44436,0,52170
inv_20260225_11,2026-02-25,PROD_GLASS_B2,WAREHOUSE_APAC_02,5708,44436,0,50144
inv_20260225_12,2026-02-25,PROD_GLASS_B2,WAREHOUSE_EU_02,5179,44436,0,49615
inv_20260225_13,2026-02-25,PROD_GLASS_C3,WAREHOUSE_US_01,10374,0,693,9681
inv_20260225_14,2026-02-25,PROD_GLASS_C3,WAREHOUSE_EU_01,6175,0,0,6175
inv_20260225_15,2026-02-25,PROD_GLASS_C3,WAREHOUSE_APAC_01,8060,0,0,8060
inv_20260225_16,2026-02-25,PROD_GLASS_C3,WAREHOUSE_US_02,7922,0,0,7922
inv_20260225_17,2026-02-25,PROD_GLASS_C3,WAREHOUSE_APAC_02,7061,0,0,7061
inv_20260225_18,2026-02-25,PROD_GLASS_C3,WAREHOUSE_EU_02,7259,0,0,7259
