supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-01-24,2026-01-24,0,87.2
SUP_GLASS_RAW_02,Supplier_02,Components,2026-01-26,2026-01-26,0,89.3
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-01-24,2026-01-24,0,85.9
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-24,2026-01-24,0,89.6
SUP_ADHESIVE_01,Supplier_01,Components,2026-01-23,2026-01-23,0,87.3
SUP_ADHESIVE_02,Supplier_02,Components,2026-01-23,2026-01-23,0,95.7
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-01-24,2026-01-24,0,88.6
SUP_LOGISTICS_02,Supplier_02,Components,2026-01-24,2026-01-24,0,97.4
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-01-26,2026-01-26,0,90.3
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-25,2026-01-25,0,93.3
SUP_PACKAGING_02,Supplier_02,Logistics,2026-01-24,2026-01-24,0,95.8
