production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260404_001,2026-04-04,PLANT_EU_01,PROD_GLASS_A1,5605,MACHINE_LINE_05,846.1,5147.92,23
prod_20260404_002,2026-04-04,PLANT_APAC_01,PROD_GLASS_C3,4193,MACHINE_LINE_03,814.6,3807.4,11
prod_20260404_003,2026-04-04,PLANT_US_01,PROD_GLASS_C3,3206,MACHINE_LINE_05,857.5,2646.63,25
prod_20260404_004,2026-04-04,PLANT_APAC_01,PROD_GLASS_B2,4507,MACHINE_LINE_07,876.1,4025.69,20
prod_20260404_005,2026-04-04,PLANT_EU_01,PROD_GLASS_C3,3003,MACHINE_LINE_04,836.3,2850.87,8
prod_20260404_006,2026-04-04,PLANT_EU_01,PROD_GLASS_B2,3363,MACHINE_LINE_03,865.7,3139.31,65
prod_20260404_007,2026-04-04,PLANT_US_01,PROD_GLASS_B2,5810,MACHINE_LINE_05,851.6,5459.63,10
prod_20260404_008,2026-04-04,PLANT_EU_01,PROD_GLASS_C3,4607,MACHINE_LINE_06,871.5,4611.29,15
prod_20260404_009,2026-04-04,PLANT_US_01,PROD_GLASS_C3,5125,MACHINE_LINE_06,821.7,4548.64,24
prod_20260404_010,2026-04-04,PLANT_US_01,PROD_GLASS_C3,4779,MACHINE_LINE_03,842.7,3996.72,22
prod_20260404_011,2026-04-04,PLANT_EU_01,PROD_GLASS_C3,6397,MACHINE_LINE_07,881.5,5681.47,12
prod_20260404_012,2026-04-04,PLANT_US_01,PROD_GLASS_A1,6462,MACHINE_LINE_04,843.8,5825.55,17
