shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260104_001,PO_2026_01_001,PROD_GLASS_A1,800,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-01-04,2026-01-26,,0,PENDING
ship_20260104_002,PO_2026_01_002,PROD_GLASS_A1,744,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-01-04,2026-01-26,,0,PENDING
ship_20260104_003,PO_2026_01_003,PROD_GLASS_C3,2107,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-01-03,2026-01-13,2026-01-13,0,DELIVERED
ship_20260104_004,PO_2026_01_004,PROD_GLASS_A1,2464,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2025-12-31,2026-01-28,2026-01-28,0,DELIVERED
ship_20260104_005,PO_2026_01_005,PROD_GLASS_C3,895,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2025-12-30,2026-01-12,2026-01-12,0,DELIVERED
ship_20260104_006,PO_2026_01_006,PROD_GLASS_B2,2438,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2026-01-02,2026-01-09,2026-01-09,0,DELIVERED
ship_20260104_007,PO_2026_01_007,PROD_GLASS_B2,2063,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-01-04,2026-01-19,,0,PENDING
ship_20260104_008,PO_2026_01_008,PROD_GLASS_A1,2160,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_02,2026-01-04,2026-01-13,,0,PENDING
ship_20260104_009,PO_2026_01_009,PROD_GLASS_C3,879,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2025-12-30,2026-01-12,,0,IN_TRANSIT
ship_20260104_010,PO_2026_01_010,PROD_GLASS_A1,2422,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-01-02,2026-01-12,,0,IN_TRANSIT
