production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260311_001,2026-03-11,PLANT_EU_01,PROD_GLASS_B2,3152,MACHINE_LINE_06,838.7,3136.51,5
prod_20260311_002,2026-03-11,PLANT_EU_01,PROD_GLASS_B2,5115,MACHINE_LINE_05,853.2,4402.17,25
prod_20260311_003,2026-03-11,PLANT_APAC_01,PROD_GLASS_A1,4251,MACHINE_LINE_05,855.0,3790.55,77
prod_20260311_004,2026-03-11,PLANT_EU_01,PROD_GLASS_C3,5086,MACHINE_LINE_04,841.8,4948.03,8
prod_20260311_005,2026-03-11,PLANT_US_01,PROD_GLASS_C3,5781,MACHINE_LINE_03,867.8,5007.17,15
prod_20260311_006,2026-03-11,PLANT_US_01,PROD_GLASS_A1,4211,MACHINE_LINE_05,865.7,3508.37,11
prod_20260311_007,2026-03-11,PLANT_US_01,PROD_GLASS_B2,5160,MACHINE_LINE_02,858.7,4751.79,21
prod_20260311_008,2026-03-11,PLANT_US_01,PROD_GLASS_B2,6896,MACHINE_LINE_01,842.0,6232.85,16
prod_20260311_009,2026-03-11,PLANT_EU_01,PROD_GLASS_A1,4142,MACHINE_LINE_05,857.8,3955.3,2
prod_20260311_010,2026-03-11,PLANT_APAC_01,PROD_GLASS_A1,3480,MACHINE_LINE_01,856.1,3068.72,95
prod_20260311_011,2026-03-11,PLANT_US_01,PROD_GLASS_B2,5044,MACHINE_LINE_05,838.7,4314.76,28
prod_20260311_012,2026-03-11,PLANT_APAC_01,PROD_GLASS_A1,2989,MACHINE_LINE_05,831.2,2467.39,43
