quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260309_001,2026-03-09,PROD_GLASS_B2,BATCH_2026_03_09_001,119,DISCOLORATION,1.32
qual_20260309_002,2026-03-09,PROD_GLASS_A1,BATCH_2026_03_09_002,31,CRACK,0.34
qual_20260309_003,2026-03-09,PROD_GLASS_C3,BATCH_2026_03_09_003,84,SURFACE_SCRATCH,1.37
qual_20260309_004,2026-03-09,PROD_GLASS_A1,BATCH_2026_03_09_004,17,BUBBLE,0.3
qual_20260309_005,2026-03-09,PROD_GLASS_A1,BATCH_2026_03_09_005,33,BUBBLE,0.68
qual_20260309_006,2026-03-09,PROD_GLASS_B2,BATCH_2026_03_09_006,271,SURFACE_SCRATCH,3.13
qual_20260309_007,2026-03-09,PROD_GLASS_A1,BATCH_2026_03_09_007,74,BUBBLE,0.82
qual_20260309_008,2026-03-09,PROD_GLASS_B2,BATCH_2026_03_09_008,160,OTHER,3.74
qual_20260309_009,2026-03-09,PROD_GLASS_B2,BATCH_2026_03_09_009,50,BUBBLE,0.82
qual_20260309_010,2026-03-09,PROD_GLASS_C3,BATCH_2026_03_09_010,203,OTHER,2.75
qual_20260309_011,2026-03-09,PROD_GLASS_A1,BATCH_2026_03_09_011,14,OTHER,0.32
qual_20260309_012,2026-03-09,PROD_GLASS_B2,BATCH_2026_03_09_012,56,DIMENSION_OFF,0.94
