shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260131_001,PO_2026_01_001,PROD_GLASS_C3,2176,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-01-24,2026-02-07,,0,IN_TRANSIT
ship_20260131_002,PO_2026_01_002,PROD_GLASS_B2,577,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2026-01-26,2026-02-06,,0,IN_TRANSIT
ship_20260131_003,PO_2026_01_003,PROD_GLASS_A1,520,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2026-01-26,2026-02-07,2026-02-07,0,DELIVERED
ship_20260131_004,PO_2026_01_004,PROD_GLASS_B2,1737,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-01-31,2026-02-17,,0,PENDING
ship_20260131_005,PO_2026_01_005,PROD_GLASS_C3,691,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-01-26,2026-02-06,2026-02-06,0,DELIVERED
ship_20260131_006,PO_2026_01_006,PROD_GLASS_C3,1166,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-01-26,2026-02-09,2026-02-09,0,DELIVERED
ship_20260131_007,PO_2026_01_007,PROD_GLASS_A1,1657,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-01-26,2026-02-21,2026-02-21,0,DELIVERED
ship_20260131_008,PO_2026_01_008,PROD_GLASS_B2,1592,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-01-25,2026-02-11,,0,IN_TRANSIT
ship_20260131_009,PO_2026_01_009,PROD_GLASS_A1,1580,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2026-01-31,2026-02-08,,0,PENDING
ship_20260131_010,PO_2026_01_010,PROD_GLASS_C3,2059,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_02,2026-01-23,2026-02-06,2026-02-06,0,DELIVERED
