quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260408_001,2026-04-08,PROD_GLASS_A1,BATCH_2026_04_08_001,132,CRACK,1.37
qual_20260408_002,2026-04-08,PROD_GLASS_B2,BATCH_2026_04_08_002,111,DIMENSION_OFF,1.21
qual_20260408_003,2026-04-08,PROD_GLASS_C3,BATCH_2026_04_08_003,31,DISCOLORATION,0.63
qual_20260408_004,2026-04-08,PROD_GLASS_A1,BATCH_2026_04_08_004,32,BUBBLE,0.61
qual_20260408_005,2026-04-08,PROD_GLASS_C3,BATCH_2026_04_08_005,95,DISCOLORATION,2.28
qual_20260408_006,2026-04-08,PROD_GLASS_B2,BATCH_2026_04_08_006,11,SURFACE_SCRATCH,0.2
qual_20260408_007,2026-04-08,PROD_GLASS_B2,BATCH_2026_04_08_007,37,CRACK,0.64
qual_20260408_008,2026-04-08,PROD_GLASS_A1,BATCH_2026_04_08_008,87,BUBBLE,1.29
qual_20260408_009,2026-04-08,PROD_GLASS_C3,BATCH_2026_04_08_009,26,BUBBLE,0.61
qual_20260408_010,2026-04-08,PROD_GLASS_B2,BATCH_2026_04_08_010,11,CRACK,0.21
qual_20260408_011,2026-04-08,PROD_GLASS_B2,BATCH_2026_04_08_011,25,BUBBLE,0.48
qual_20260408_012,2026-04-08,PROD_GLASS_A1,BATCH_2026_04_08_012,345,OTHER,3.67
