inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20251230_01,2025-12-30,PROD_GLASS_A1,WAREHOUSE_US_01,13807,32552,0,46359
inv_20251230_02,2025-12-30,PROD_GLASS_A1,WAREHOUSE_EU_01,8165,32552,2083,38634
inv_20251230_03,2025-12-30,PROD_GLASS_A1,WAREHOUSE_APAC_01,9179,32552,2108,39623
inv_20251230_04,2025-12-30,PROD_GLASS_A1,WAREHOUSE_US_02,7598,32552,0,40150
inv_20251230_05,2025-12-30,PROD_GLASS_A1,WAREHOUSE_APAC_02,14229,32552,0,46781
inv_20251230_06,2025-12-30,PROD_GLASS_A1,WAREHOUSE_EU_02,10520,32552,0,43072
inv_20251230_07,2025-12-30,PROD_GLASS_B2,WAREHOUSE_US_01,13791,26316,0,40107
inv_20251230_08,2025-12-30,PROD_GLASS_B2,WAREHOUSE_EU_01,7669,26316,1704,32281
inv_20251230_09,2025-12-30,PROD_GLASS_B2,WAREHOUSE_APAC_01,13492,26316,0,39808
inv_20251230_10,2025-12-30,PROD_GLASS_B2,WAREHOUSE_US_02,10645,26316,0,36961
inv_20251230_11,2025-12-30,PROD_GLASS_B2,WAREHOUSE_APAC_02,5311,26316,0,31627
inv_20251230_12,2025-12-30,PROD_GLASS_B2,WAREHOUSE_EU_02,11949,26316,0,38265
inv_20251230_13,2025-12-30,PROD_GLASS_C3,WAREHOUSE_US_01,12295,6263,5553,13005
inv_20251230_14,2025-12-30,PROD_GLASS_C3,WAREHOUSE_EU_01,4693,6263,0,10956
inv_20251230_15,2025-12-30,PROD_GLASS_C3,WAREHOUSE_APAC_01,4229,6263,2221,8271
inv_20251230_16,2025-12-30,PROD_GLASS_C3,WAREHOUSE_US_02,4504,6263,0,10767
inv_20251230_17,2025-12-30,PROD_GLASS_C3,WAREHOUSE_APAC_02,14177,6263,0,20440
inv_20251230_18,2025-12-30,PROD_GLASS_C3,WAREHOUSE_EU_02,7787,6263,0,14050
