shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260327_001,PO_2026_03_001,PROD_GLASS_B2,1334,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-03-25,2026-04-01,,0,IN_TRANSIT
ship_20260327_002,PO_2026_03_002,PROD_GLASS_C3,2129,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_02,2026-03-18,2026-04-17,2026-04-17,0,DELIVERED
ship_20260327_003,PO_2026_03_003,PROD_GLASS_A1,622,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-03-25,2026-04-05,,0,IN_TRANSIT
ship_20260327_004,PO_2026_03_004,PROD_GLASS_A1,1766,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-03-27,2026-04-11,,0,PENDING
ship_20260327_005,PO_2026_03_005,PROD_GLASS_B2,1859,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-03-25,2026-04-05,2026-04-05,0,DELIVERED
ship_20260327_006,PO_2026_03_006,PROD_GLASS_B2,1614,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-03-27,2026-04-16,,0,PENDING
ship_20260327_007,PO_2026_03_007,PROD_GLASS_C3,625,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-03-22,2026-04-16,2026-04-16,0,DELIVERED
ship_20260327_008,PO_2026_03_008,PROD_GLASS_B2,1357,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-03-25,2026-04-13,2026-04-17,4,DELIVERED
ship_20260327_009,PO_2026_03_009,PROD_GLASS_C3,1086,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-03-20,2026-04-03,2026-04-03,0,DELIVERED
ship_20260327_010,PO_2026_03_010,PROD_GLASS_C3,2365,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-03-27,2026-04-04,,0,PENDING
