quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260122_001,2026-01-22,PROD_GLASS_B2,BATCH_2026_01_22_001,70,DISCOLORATION,0.83
qual_20260122_002,2026-01-22,PROD_GLASS_A1,BATCH_2026_01_22_002,40,DISCOLORATION,0.58
qual_20260122_003,2026-01-22,PROD_GLASS_B2,BATCH_2026_01_22_003,15,SURFACE_SCRATCH,0.27
qual_20260122_004,2026-01-22,PROD_GLASS_B2,BATCH_2026_01_22_004,30,DISCOLORATION,0.7
qual_20260122_005,2026-01-22,PROD_GLASS_A1,BATCH_2026_01_22_005,70,BUBBLE,1.33
qual_20260122_006,2026-01-22,PROD_GLASS_B2,BATCH_2026_01_22_006,121,SURFACE_SCRATCH,1.34
qual_20260122_007,2026-01-22,PROD_GLASS_C3,BATCH_2026_01_22_007,49,DISCOLORATION,0.69
qual_20260122_008,2026-01-22,PROD_GLASS_A1,BATCH_2026_01_22_008,30,CRACK,0.3
qual_20260122_009,2026-01-22,PROD_GLASS_C3,BATCH_2026_01_22_009,81,OTHER,0.97
qual_20260122_010,2026-01-22,PROD_GLASS_A1,BATCH_2026_01_22_010,18,BUBBLE,0.33
qual_20260122_011,2026-01-22,PROD_GLASS_C3,BATCH_2026_01_22_011,45,CRACK,0.65
qual_20260122_012,2026-01-22,PROD_GLASS_C3,BATCH_2026_01_22_012,66,CRACK,1.45
