shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260224_001,PO_2026_02_001,PROD_GLASS_A1,1191,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-02-24,2026-03-05,,0,PENDING
ship_20260224_002,PO_2026_02_002,PROD_GLASS_B2,2379,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-02-21,2026-03-02,2026-03-02,0,DELIVERED
ship_20260224_003,PO_2026_02_003,PROD_GLASS_B2,648,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_02,2026-02-24,2026-03-04,,0,PENDING
ship_20260224_004,PO_2026_02_004,PROD_GLASS_B2,777,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-02-23,2026-03-03,2026-03-05,2,DELIVERED
ship_20260224_005,PO_2026_02_005,PROD_GLASS_C3,1045,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-02-20,2026-03-01,2026-03-01,0,DELIVERED
ship_20260224_006,PO_2026_02_006,PROD_GLASS_B2,2130,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_02,2026-02-17,2026-03-16,,0,IN_TRANSIT
ship_20260224_007,PO_2026_02_007,PROD_GLASS_A1,1812,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-02-24,2026-03-09,,0,PENDING
ship_20260224_008,PO_2026_02_008,PROD_GLASS_A1,1796,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-02-24,2026-03-07,,0,PENDING
ship_20260224_009,PO_2026_02_009,PROD_GLASS_B2,2020,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_02,2026-02-16,2026-03-20,2026-03-20,0,DELIVERED
ship_20260224_010,PO_2026_02_010,PROD_GLASS_C3,748,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-02-24,2026-03-12,,0,PENDING
